0.535,0.823,0.456,1.000
0.476,0.845,0.496,0.000
0.461,0.734,0.601,0.000
0.546,0.814,0.450,1.000
0.430,0.812,0.565,0.000
0.491,0.847,0.476,2.000
0.442,0.865,0.511,2.000
0.472,0.843,0.460,2.000
0.480,0.877,0.455,2.000
0.579,0.745,0.475,1.000
0.441,0.840,0.542,0.000
0.532,0.809,0.484,1.000
0.497,0.861,0.445,2.000
0.469,0.867,0.476,2.000
0.543,0.817,0.454,1.000
0.538,0.811,0.460,1.000
0.440,0.913,0.460,2.000
0.406,0.823,0.572,0.000
0.461,0.804,0.551,0.000
0.434,0.877,0.514,2.000
0.533,0.767,0.525,0.000
0.440,0.940,0.402,2.000
0.415,0.821,0.417,2.000
0.416,0.820,0.418,2.000
0.571,0.781,0.388,1.000
0.498,0.821,0.372,1.000
0.403,0.834,0.380,2.000
0.491,0.782,0.457,1.000
0.539,0.731,0.415,1.000
0.464,0.870,0.391,2.000
0.436,0.905,0.398,2.000
0.534,0.795,0.388,1.000
0.584,0.738,0.432,1.000
0.527,0.757,0.459,1.000
0.435,0.880,0.424,2.000
0.565,0.704,0.423,1.000
0.469,0.780,0.448,1.000
0.482,0.753,0.417,1.000
0.450,0.865,0.435,2.000
0.517,0.708,0.508,0.000
0.472,0.807,0.434,1.000
0.450,0.796,0.548,0.000
0.434,0.803,0.504,0.000
0.622,0.753,0.424,1.000
0.516,0.782,0.487,1.000
0.444,0.926,0.411,2.000
0.556,0.758,0.474,1.000
0.581,0.797,0.412,1.000
0.575,0.716,0.453,1.000
0.525,0.773,0.425,1.000
0.497,0.795,0.455,1.000
0.502,0.808,0.428,1.000
0.537,0.759,0.433,1.000
0.495,0.745,0.506,0.000
0.468,0.870,0.387,2.000
0.466,0.797,0.484,0.000
0.449,0.836,0.509,0.000
0.435,0.906,0.388,2.000
0.472,0.826,0.469,2.000
0.596,0.788,0.406,1.000
0.485,0.824,0.453,2.000
0.461,0.915,0.400,2.000
0.531,0.848,0.420,1.000
0.449,0.938,0.413,2.000
0.465,0.923,0.409,2.000
0.518,0.870,0.410,2.000
0.497,0.875,0.391,2.000
0.531,0.663,0.585,0.000
0.507,0.794,0.491,0.000
0.439,0.797,0.502,0.000
0.511,0.681,0.605,0.000
0.531,0.762,0.503,1.000
0.516,0.785,0.507,0.000
0.485,0.796,0.503,0.000
0.477,0.799,0.460,0.000
0.604,0.712,0.479,1.000
0.644,0.738,0.410,1.000
0.522,0.771,0.513,0.000
0.435,0.809,0.491,0.000
0.499,0.818,0.489,0.000
0.540,0.776,0.487,1.000
0.499,0.811,0.491,0.000
0.440,0.891,0.454,2.000
0.504,0.742,0.548,0.000
0.567,0.822,0.406,1.000
0.442,0.866,0.477,2.000
0.433,0.782,0.501,0.000
0.552,0.782,0.440,1.000
0.442,0.733,0.560,0.000
0.428,0.897,0.472,2.000
0.443,0.854,0.474,2.000
0.503,0.839,0.434,2.000
0.497,0.825,0.458,1.000
0.517,0.826,0.461,1.000
0.425,0.844,0.515,0.000
0.521,0.855,0.405,2.000
0.444,0.853,0.482,2.000
0.419,0.800,0.488,0.000
0.360,0.752,0.390,2.000
0.432,0.855,0.431,2.000
0.492,0.729,0.445,1.000
0.428,0.919,0.381,2.000
0.470,0.871,0.432,2.000
0.483,0.684,0.492,0.000
0.442,0.666,0.643,0.000
0.453,0.759,0.607,0.000
0.500,0.680,0.570,0.000
0.416,0.652,0.635,0.000
0.541,0.769,0.437,1.000
0.403,0.720,0.519,0.000
0.449,0.810,0.541,0.000
0.426,0.909,0.374,2.000
0.518,0.742,0.550,0.000
0.444,0.912,0.389,2.000
0.444,0.914,0.400,2.000
0.513,0.688,0.547,0.000
0.528,0.860,0.421,2.000
0.484,0.899,0.411,2.000
0.500,0.877,0.413,2.000
0.538,0.781,0.461,1.000
0.456,0.922,0.416,2.000
0.421,0.839,0.555,0.000
0.548,0.771,0.482,1.000
0.605,0.746,0.438,1.000
0.422,0.879,0.503,2.000
0.476,0.808,0.410,1.000
0.385,0.798,0.466,0.000
0.467,0.919,0.420,2.000
0.559,0.800,0.415,1.000
0.504,0.729,0.552,0.000
0.473,0.865,0.401,2.000
0.512,0.807,0.446,1.000
0.478,0.774,0.540,0.000
0.564,0.723,0.465,1.000
0.492,0.866,0.426,2.000
0.404,0.945,0.400,2.000
0.460,0.878,0.448,2.000
0.505,0.870,0.412,2.000
0.565,0.808,0.407,1.000
0.478,0.853,0.394,2.000
0.571,0.752,0.434,1.000
0.429,0.942,0.413,2.000
0.438,0.893,0.466,2.000
0.419,0.935,0.428,2.000
0.519,0.850,0.407,2.000
0.510,0.714,0.561,0.000
0.393,0.881,0.458,2.000
0.478,0.835,0.473,2.000
0.551,0.823,0.416,1.000
0.464,0.809,0.506,0.000
0.413,0.853,0.517,0.000
0.478,0.858,0.447,2.000
0.515,0.847,0.403,2.000
0.439,0.917,0.400,2.000
0.414,0.956,0.414,2.000
0.417,0.793,0.554,0.000
0.465,0.903,0.406,2.000
0.454,0.761,0.562,0.000
0.460,0.821,0.510,0.000
0.417,0.960,0.428,2.000
0.507,0.875,0.435,2.000
0.488,0.887,0.419,2.000
0.489,0.765,0.530,0.000
0.515,0.722,0.546,0.000
0.453,0.906,0.422,2.000
0.584,0.793,0.414,1.000
0.450,0.806,0.536,0.000
0.461,0.914,0.415,2.000
0.683,0.678,0.416,1.000
0.439,0.899,0.464,2.000
0.536,0.822,0.412,1.000
0.513,0.782,0.522,0.000
0.471,0.819,0.479,0.000
0.421,0.899,0.478,2.000
0.415,0.836,0.542,0.000
0.405,0.956,0.409,2.000
0.408,0.867,0.501,2.000
0.405,0.881,0.494,2.000
0.462,0.899,0.403,2.000
0.414,0.925,0.450,2.000
0.444,0.871,0.483,2.000
0.412,0.774,0.592,0.000
0.446,0.829,0.512,0.000
0.574,0.813,0.424,1.000
0.435,0.799,0.499,0.000
0.447,0.839,0.440,2.000
0.418,0.776,0.593,0.000
0.523,0.828,0.407,1.000
0.486,0.822,0.484,0.000
0.404,0.904,0.455,2.000
0.529,0.847,0.412,1.000
0.501,0.865,0.442,2.000
0.526,0.775,0.456,1.000
0.488,0.809,0.411,1.000
0.406,0.958,0.416,2.000
0.423,0.949,0.428,2.000
0.420,0.958,0.411,2.000
0.433,0.916,0.401,2.000
0.490,0.766,0.434,1.000
0.527,0.766,0.401,1.000
0.645,0.667,0.385,1.000
0.482,0.748,0.427,1.000
0.638,0.670,0.438,1.000
0.427,0.662,0.379,1.000
0.477,0.666,0.370,1.000
0.421,0.807,0.403,2.000
0.464,0.730,0.397,1.000
0.378,0.869,0.387,2.000
0.420,0.860,0.441,2.000
0.450,0.814,0.422,2.000
0.478,0.803,0.375,1.000
0.393,0.740,0.491,0.000
0.517,0.683,0.451,1.000
0.439,0.810,0.402,2.000
0.512,0.690,0.488,1.000
0.491,0.773,0.423,1.000
0.579,0.730,0.418,1.000
0.604,0.710,0.423,1.000
0.403,0.781,0.510,0.000
0.547,0.658,0.509,1.000
0.455,0.802,0.459,0.000
0.509,0.829,0.404,1.000
0.568,0.755,0.401,1.000
0.490,0.800,0.448,1.000
0.470,0.833,0.446,2.000
0.467,0.878,0.409,2.000
0.640,0.694,0.401,1.000
0.567,0.737,0.478,1.000
0.513,0.742,0.486,1.000
0.463,0.754,0.538,0.000
0.624,0.714,0.406,1.000
0.427,0.870,0.377,2.000
0.560,0.734,0.445,1.000
0.494,0.762,0.423,1.000
0.484,0.850,0.403,2.000
0.446,0.822,0.363,2.000
0.444,0.833,0.395,2.000
0.579,0.694,0.482,1.000
0.407,0.845,0.426,2.000
0.525,0.796,0.398,1.000
0.395,0.849,0.416,2.000
0.618,0.702,0.410,1.000
0.443,0.860,0.384,2.000
0.487,0.794,0.464,1.000
0.496,0.819,0.399,1.000
0.441,0.841,0.430,2.000
0.448,0.796,0.483,0.000
0.454,0.753,0.446,0.000
0.516,0.760,0.450,1.000
0.409,0.835,0.355,2.000
0.448,0.829,0.454,2.000
0.541,0.730,0.429,1.000
0.409,0.922,0.407,2.000
0.450,0.900,0.407,2.000
0.502,0.714,0.547,0.000
0.454,0.831,0.480,0.000
0.579,0.776,0.409,1.000
0.552,0.746,0.471,1.000
0.484,0.814,0.446,1.000
0.492,0.797,0.434,1.000
0.540,0.784,0.405,1.000
0.420,0.798,0.526,0.000
0.484,0.787,0.473,0.000
0.450,0.806,0.478,0.000
0.440,0.809,0.494,0.000
0.408,0.906,0.406,2.000
0.502,0.841,0.405,2.000
0.416,0.871,0.451,2.000
0.511,0.791,0.451,1.000
0.593,0.747,0.405,1.000
0.615,0.709,0.440,1.000
0.432,0.857,0.454,2.000
0.524,0.734,0.475,1.000
0.507,0.821,0.444,1.000
0.557,0.752,0.456,1.000
0.534,0.809,0.408,1.000
0.643,0.712,0.407,1.000
0.446,0.855,0.451,2.000
0.547,0.772,0.437,1.000
0.520,0.771,0.452,1.000
0.452,0.815,0.477,0.000
0.416,0.931,0.413,2.000
0.515,0.780,0.450,1.000
0.562,0.653,0.564,0.000
0.616,0.726,0.404,1.000
0.417,0.887,0.434,2.000
0.534,0.776,0.416,1.000
0.469,0.760,0.502,0.000
0.503,0.832,0.409,1.000
0.484,0.781,0.467,1.000
0.583,0.697,0.423,1.000
0.619,0.738,0.407,1.000
0.526,0.709,0.490,1.000
0.490,0.748,0.515,0.000
0.464,0.805,0.468,0.000
0.581,0.719,0.459,1.000
0.417,0.883,0.449,2.000
0.560,0.731,0.431,1.000
0.499,0.762,0.457,1.000
0.523,0.816,0.404,1.000
0.585,0.704,0.414,1.000
0.414,0.838,0.496,0.000
0.559,0.760,0.436,1.000
0.552,0.785,0.402,1.000
0.508,0.835,0.407,1.000
0.454,0.880,0.409,2.000
0.456,0.722,0.322,1.000
0.444,0.671,0.296,1.000
0.403,0.720,0.491,0.000
0.357,0.627,0.516,0.000
0.510,0.653,0.313,1.000
0.394,0.770,0.315,2.000
0.398,0.617,0.486,0.000
0.395,0.849,0.362,2.000
0.420,0.698,0.344,1.000
0.388,0.682,0.531,0.000
0.408,0.644,0.478,0.000
0.378,0.702,0.411,0.000
0.380,0.834,0.351,2.000
0.396,0.675,0.472,0.000
0.467,0.669,0.489,0.000
0.460,0.635,0.368,1.000
0.368,0.764,0.394,2.000
0.377,0.749,0.362,2.000
0.514,0.681,0.342,1.000
0.444,0.688,0.308,1.000
0.330,0.786,0.294,2.000
0.435,0.562,0.475,0.000
0.365,0.751,0.396,0.000
0.489,0.695,0.359,1.000
0.398,0.595,0.432,0.000
0.412,0.760,0.328,2.000
0.420,0.751,0.390,1.000
0.412,0.668,0.387,1.000
0.408,0.695,0.378,1.000
0.405,0.685,0.425,0.000
0.541,0.614,0.465,1.000
0.471,0.660,0.398,1.000
0.603,0.573,0.329,1.000
0.358,0.667,0.467,0.000
0.421,0.708,0.450,0.000
0.492,0.639,0.434,1.000
0.451,0.738,0.331,1.000
0.490,0.735,0.348,1.000
0.558,0.683,0.424,1.000
0.514,0.649,0.431,1.000
0.379,0.783,0.409,2.000
0.411,0.784,0.334,2.000
0.405,0.743,0.371,1.000
0.424,0.678,0.286,1.000
0.394,0.730,0.369,1.000
0.356,0.815,0.325,2.000
0.417,0.702,0.402,1.000
0.333,0.460,0.337,1.000
0.344,0.537,0.256,1.000
0.369,0.674,0.338,1.000
0.303,0.568,0.452,0.000
0.329,0.587,0.335,0.000
0.299,0.728,0.246,2.000
0.341,0.699,0.249,2.000
0.299,0.583,0.318,0.000
0.375,0.631,0.256,1.000
0.409,0.510,0.374,1.000
0.378,0.567,0.537,0.000
0.377,0.673,0.266,1.000
0.532,0.625,0.423,1.000
0.407,0.584,0.484,0.000
0.339,0.736,0.355,2.000
0.330,0.745,0.332,2.000
0.295,0.750,0.257,2.000
0.528,0.712,0.357,1.000
0.420,0.647,0.342,1.000
0.343,0.702,0.401,0.000
0.427,0.611,0.449,0.000
0.349,0.728,0.395,0.000
0.406,0.764,0.361,2.000
0.449,0.591,0.449,0.000
0.496,0.694,0.336,1.000
0.403,0.709,0.340,1.000
0.447,0.619,0.447,0.000
0.465,0.577,0.386,1.000
0.430,0.738,0.325,1.000
0.452,0.647,0.414,1.000
0.400,0.727,0.395,0.000
0.440,0.718,0.473,0.000
0.341,0.713,0.266,2.000
0.359,0.632,0.338,1.000
0.438,0.682,0.432,0.000
0.541,0.614,0.366,1.000
0.380,0.779,0.410,2.000
0.413,0.712,0.414,0.000
0.401,0.736,0.344,1.000
0.510,0.645,0.389,1.000
0.451,0.714,0.426,1.000
0.406,0.699,0.437,0.000
0.390,0.853,0.384,2.000
0.519,0.659,0.344,1.000
0.469,0.791,0.370,1.000
0.420,0.880,0.395,2.000
0.351,0.801,0.312,2.000
0.381,0.838,0.362,2.000
0.453,0.742,0.341,1.000
0.373,0.830,0.345,2.000
0.464,0.671,0.386,1.000
0.422,0.806,0.364,2.000
0.365,0.778,0.389,2.000
0.413,0.702,0.424,0.000
0.431,0.803,0.416,2.000
0.395,0.855,0.380,2.000
0.391,0.741,0.461,0.000
0.473,0.743,0.490,0.000
0.407,0.754,0.516,0.000
0.460,0.757,0.446,0.000
0.458,0.790,0.372,1.000
0.467,0.793,0.376,1.000
0.405,0.863,0.387,2.000
0.443,0.752,0.383,1.000
0.512,0.665,0.506,0.000
0.461,0.698,0.385,1.000
0.507,0.668,0.398,1.000
0.441,0.762,0.402,1.000
0.603,0.652,0.365,1.000
0.498,0.797,0.459,1.000
0.449,0.917,0.412,2.000
0.497,0.859,0.441,2.000
0.447,0.921,0.411,2.000
0.487,0.893,0.415,2.000
0.449,0.867,0.446,2.000
0.450,0.922,0.419,2.000
0.447,0.914,0.410,2.000
0.481,0.895,0.415,2.000
0.487,0.839,0.478,2.000
0.447,0.818,0.515,0.000
0.449,0.861,0.491,2.000
0.579,0.764,0.404,1.000
0.453,0.933,0.409,2.000
0.602,0.791,0.415,1.000
0.514,0.842,0.461,1.000
0.530,0.873,0.434,2.000
0.547,0.852,0.432,1.000
0.550,0.788,0.494,1.000
0.479,0.864,0.465,2.000
0.522,0.807,0.484,1.000
0.527,0.858,0.409,2.000
0.573,0.818,0.422,1.000
0.485,0.878,0.459,2.000
0.628,0.730,0.449,1.000
0.575,0.760,0.490,1.000
0.546,0.847,0.430,1.000
0.497,0.782,0.538,0.000
0.504,0.854,0.466,2.000
0.466,0.867,0.495,2.000
0.522,0.872,0.423,2.000
0.467,0.892,0.464,2.000
0.579,0.752,0.494,1.000
0.508,0.849,0.442,2.000
0.444,0.911,0.449,2.000
0.564,0.817,0.459,1.000
0.465,0.851,0.483,2.000
0.544,0.753,0.521,1.000
0.594,0.787,0.437,1.000
0.534,0.833,0.479,1.000
0.506,0.897,0.422,2.000
0.440,0.963,0.430,2.000
0.636,0.745,0.456,1.000
0.603,0.735,0.471,1.000
0.541,0.802,0.471,1.000
0.573,0.773,0.463,1.000
0.525,0.822,0.468,1.000
0.594,0.768,0.458,1.000
0.570,0.823,0.419,1.000
0.426,0.940,0.441,2.000
0.455,0.761,0.578,0.000
0.462,0.776,0.594,0.000
0.493,0.795,0.499,0.000
0.449,0.739,0.628,0.000
0.540,0.790,0.483,1.000
0.501,0.826,0.472,1.000
0.621,0.774,0.425,1.000
0.473,0.924,0.425,2.000
0.435,0.918,0.466,2.000
0.475,0.845,0.492,2.000
0.542,0.851,0.419,1.000
0.496,0.884,0.411,2.000
0.548,0.850,0.427,1.000
0.517,0.809,0.492,1.000
0.430,0.964,0.417,2.000
0.474,0.801,0.545,0.000
0.496,0.851,0.471,2.000
0.425,0.909,0.477,2.000
0.527,0.859,0.416,2.000
0.504,0.891,0.431,2.000
0.514,0.856,0.451,2.000
0.489,0.910,0.428,2.000
0.503,0.899,0.425,2.000
0.530,0.829,0.465,1.000
0.447,0.904,0.460,2.000
0.534,0.823,0.455,1.000
0.462,0.933,0.422,2.000
0.456,0.936,0.422,2.000
0.503,0.890,0.426,2.000
0.507,0.863,0.449,2.000
0.433,0.963,0.430,2.000
0.433,0.963,0.420,2.000
0.520,0.804,0.499,1.000
0.530,0.862,0.421,2.000
0.428,0.917,0.475,2.000
0.480,0.860,0.469,2.000
0.468,0.868,0.472,2.000
0.460,0.898,0.453,2.000
0.414,0.855,0.517,0.000
0.543,0.824,0.430,1.000
0.486,0.842,0.470,2.000
0.433,0.950,0.433,2.000
0.482,0.907,0.416,2.000
0.432,0.932,0.451,2.000
0.432,0.960,0.423,2.000
0.469,0.775,0.574,0.000
0.434,0.956,0.414,2.000
0.425,0.932,0.438,2.000
0.477,0.746,0.548,0.000
0.468,0.893,0.437,2.000
0.417,0.962,0.436,2.000
0.513,0.880,0.430,2.000
0.470,0.901,0.459,2.000
0.549,0.756,0.510,1.000
0.430,0.956,0.421,2.000
0.430,0.835,0.520,0.000
0.432,0.897,0.460,2.000
0.430,0.844,0.506,0.000
0.570,0.808,0.413,1.000
0.503,0.767,0.530,0.000
0.461,0.870,0.500,2.000
0.527,0.829,0.442,1.000
0.576,0.780,0.446,1.000
0.488,0.876,0.404,2.000
0.533,0.799,0.442,1.000
0.533,0.781,0.482,1.000
0.532,0.821,0.437,1.000
0.457,0.863,0.467,2.000
0.544,0.831,0.413,1.000
0.429,0.956,0.423,2.000
0.455,0.847,0.474,2.000
0.581,0.788,0.410,1.000
0.516,0.790,0.495,1.000
0.516,0.811,0.454,1.000
0.478,0.873,0.441,2.000
0.428,0.933,0.455,2.000
0.437,0.829,0.525,0.000
0.510,0.872,0.428,2.000
0.484,0.848,0.463,2.000
0.456,0.837,0.448,2.000
0.458,0.772,0.530,0.000
0.424,0.922,0.425,2.000
0.487,0.818,0.460,1.000
0.522,0.808,0.436,1.000
0.422,0.788,0.520,0.000
0.468,0.816,0.399,2.000
0.490,0.840,0.455,2.000
0.421,0.744,0.589,0.000
0.488,0.863,0.416,2.000
0.520,0.782,0.470,1.000
0.470,0.833,0.451,2.000
0.573,0.593,0.542,1.000
0.562,0.780,0.406,1.000
0.484,0.868,0.405,2.000
0.515,0.771,0.494,1.000
0.490,0.866,0.455,2.000
0.497,0.852,0.447,2.000
0.432,0.886,0.480,2.000
0.527,0.832,0.419,1.000
0.478,0.875,0.420,2.000
0.558,0.753,0.415,1.000
0.477,0.798,0.504,0.000
0.575,0.733,0.503,1.000
0.470,0.748,0.534,0.000
0.604,0.778,0.416,1.000
0.534,0.802,0.449,1.000
0.434,0.805,0.550,0.000
0.448,0.757,0.560,0.000
0.553,0.763,0.422,1.000
0.485,0.772,0.472,0.000
0.623,0.591,0.515,1.000
0.496,0.742,0.479,1.000
0.575,0.766,0.401,1.000
0.534,0.781,0.395,1.000
0.507,0.831,0.399,1.000
0.483,0.819,0.381,2.000
0.589,0.764,0.409,1.000
0.580,0.764,0.406,1.000
0.538,0.756,0.427,1.000
0.557,0.663,0.485,1.000
0.515,0.851,0.414,2.000
0.647,0.692,0.405,1.000
0.501,0.821,0.469,1.000
0.505,0.859,0.418,2.000
0.432,0.824,0.440,2.000
0.522,0.804,0.434,1.000
0.464,0.864,0.439,2.000
0.591,0.752,0.399,1.000
0.473,0.843,0.449,2.000
0.474,0.872,0.407,2.000
0.428,0.924,0.410,2.000
0.479,0.886,0.415,2.000
0.423,0.928,0.420,2.000
0.464,0.890,0.410,2.000
0.550,0.808,0.426,1.000
0.430,0.877,0.460,2.000
0.550,0.798,0.420,1.000
0.527,0.841,0.410,1.000
0.532,0.841,0.414,1.000
0.468,0.811,0.492,0.000
0.475,0.900,0.429,2.000
0.493,0.875,0.407,2.000
0.411,0.689,0.624,0.000
0.664,0.658,0.408,1.000
0.535,0.844,0.416,1.000
0.570,0.750,0.470,1.000
0.580,0.736,0.472,1.000
0.485,0.807,0.485,0.000
0.543,0.781,0.444,1.000
0.449,0.897,0.400,2.000
0.595,0.724,0.435,1.000
0.565,0.784,0.416,1.000
0.573,0.791,0.419,1.000
0.598,0.780,0.423,1.000
0.518,0.816,0.461,1.000
0.510,0.855,0.410,2.000
0.411,0.940,0.420,2.000
0.504,0.826,0.452,1.000
0.386,0.871,0.360,2.000
0.425,0.926,0.420,2.000
0.510,0.787,0.454,1.000
0.470,0.906,0.416,2.000
0.426,0.816,0.536,0.000
0.495,0.781,0.502,0.000
0.475,0.863,0.460,2.000
0.511,0.820,0.400,1.000
0.527,0.804,0.397,1.000
0.535,0.817,0.410,1.000
0.462,0.785,0.456,0.000
0.374,0.893,0.435,2.000
0.442,0.808,0.457,0.000
0.416,0.800,0.493,0.000
0.420,0.802,0.462,0.000
0.443,0.762,0.488,0.000
0.386,0.884,0.430,2.000
0.488,0.721,0.488,0.000
0.365,0.874,0.448,2.000
0.373,0.818,0.512,0.000
0.444,0.849,0.436,2.000
0.366,0.887,0.429,2.000
0.439,0.711,0.504,0.000
0.359,0.830,0.478,2.000
0.367,0.850,0.473,2.000
0.411,0.833,0.425,2.000
0.411,0.834,0.458,2.000
0.365,0.899,0.419,2.000
0.366,0.886,0.431,2.000
0.422,0.847,0.464,2.000
0.539,0.657,0.488,1.000
0.355,0.876,0.416,2.000
0.370,0.833,0.502,0.000
0.398,0.665,0.620,0.000
0.428,0.716,0.563,0.000
0.476,0.723,0.456,1.000
0.399,0.806,0.464,0.000
0.372,0.808,0.525,0.000
0.430,0.830,0.417,2.000
0.478,0.716,0.496,0.000
0.456,0.789,0.425,1.000
0.580,0.668,0.421,1.000
0.352,0.828,0.472,2.000
0.360,0.887,0.425,2.000
0.409,0.861,0.431,2.000
0.483,0.770,0.426,1.000
0.444,0.821,0.429,2.000
0.340,0.865,0.406,2.000
0.382,0.748,0.524,0.000
0.360,0.833,0.471,2.000
0.420,0.776,0.446,0.000
0.434,0.825,0.454,2.000
0.478,0.682,0.536,0.000
0.411,0.826,0.486,0.000
0.386,0.919,0.447,2.000
0.436,0.854,0.433,2.000
0.444,0.832,0.434,2.000
0.408,0.844,0.432,2.000
0.433,0.863,0.435,2.000
0.457,0.802,0.471,0.000
0.470,0.768,0.429,1.000
0.462,0.818,0.436,2.000
0.466,0.765,0.445,1.000
0.437,0.802,0.428,2.000
0.408,0.833,0.453,2.000
0.408,0.834,0.448,2.000
0.417,0.828,0.459,2.000
0.427,0.830,0.434,2.000
0.415,0.796,0.412,2.000
0.479,0.735,0.411,1.000
0.349,0.595,0.700,0.000
0.421,0.763,0.523,0.000
0.451,0.766,0.522,0.000
0.460,0.806,0.435,2.000
0.462,0.745,0.470,0.000
0.414,0.786,0.511,0.000
0.366,0.770,0.538,0.000
0.508,0.758,0.430,1.000
0.432,0.744,0.536,0.000
0.406,0.746,0.541,0.000
0.503,0.789,0.433,1.000
0.468,0.714,0.537,0.000
0.516,0.752,0.442,1.000
0.526,0.727,0.461,1.000
0.446,0.826,0.421,2.000
0.420,0.787,0.493,0.000
0.444,0.770,0.490,0.000
0.479,0.791,0.418,1.000
0.429,0.795,0.450,0.000
0.556,0.713,0.422,1.000
0.464,0.805,0.420,2.000
0.422,0.791,0.503,0.000
0.522,0.722,0.469,1.000
0.443,0.831,0.425,2.000
0.403,0.875,0.422,2.000
0.473,0.736,0.486,0.000
0.402,0.816,0.467,0.000
0.406,0.824,0.474,2.000
0.443,0.746,0.516,0.000
0.458,0.804,0.417,2.000
0.460,0.746,0.495,0.000
0.491,0.770,0.437,1.000
0.485,0.769,0.459,1.000
0.362,0.861,0.459,2.000
0.408,0.856,0.403,2.000
0.417,0.733,0.533,0.000
0.482,0.783,0.448,1.000
0.422,0.833,0.447,2.000
0.433,0.751,0.516,0.000
0.414,0.693,0.608,0.000
0.442,0.660,0.551,0.000
0.510,0.724,0.464,1.000
0.498,0.773,0.429,1.000
0.517,0.748,0.435,1.000
0.524,0.749,0.435,1.000
0.463,0.798,0.418,1.000
0.431,0.768,0.512,0.000
0.399,0.811,0.471,0.000
0.426,0.766,0.505,0.000
0.473,0.762,0.464,0.000
0.368,0.819,0.509,0.000
0.437,0.704,0.542,0.000
0.525,0.694,0.489,1.000
0.487,0.775,0.421,1.000
0.399,0.838,0.453,2.000
0.359,0.800,0.513,0.000
0.455,0.828,0.432,2.000
0.440,0.843,0.428,2.000
0.488,0.709,0.509,0.000
0.486,0.722,0.504,0.000
0.484,0.731,0.474,0.000
0.421,0.733,0.492,0.000
0.362,0.861,0.461,2.000
0.509,0.760,0.425,1.000
0.435,0.780,0.483,0.000
0.497,0.769,0.423,1.000
0.406,0.769,0.629,0.000
0.517,0.879,0.440,2.000
0.426,0.877,0.538,0.000
0.500,0.837,0.483,0.000
0.406,0.904,0.405,2.000
0.548,0.794,0.491,1.000
0.468,0.848,0.514,0.000
0.423,0.794,0.524,0.000
0.495,0.863,0.484,2.000
0.436,0.964,0.435,2.000
0.440,0.832,0.568,0.000
0.503,0.891,0.451,2.000
0.507,0.804,0.532,0.000
0.428,0.917,0.417,2.000
0.432,0.674,0.689,0.000
0.408,0.885,0.398,2.000
0.500,0.829,0.508,0.000
0.427,0.950,0.460,2.000
0.468,0.880,0.460,2.000
0.433,0.666,0.736,0.000
0.615,0.780,0.448,1.000
0.435,0.860,0.503,2.000
0.520,0.846,0.426,1.000
0.582,0.805,0.447,1.000
0.510,0.874,0.446,2.000
0.558,0.808,0.459,1.000
0.456,0.791,0.572,0.000
0.429,0.731,0.675,0.000
